6.8,2.499,0.608,-0.63,-1.576
6.801,2.499,0.609,-0.63,-1.576
6.802,2.499,0.609,-0.63,-1.576
6.803,2.499,0.61,-0.63,-1.576
6.804,2.499,0.611,-0.63,-1.576
6.805,2.499,0.611,-0.63,-1.576
6.806,2.499,0.612,-0.63,-1.576
6.807,2.499,0.612,-0.63,-1.576
6.808,2.499,0.613,-0.631,-1.576
6.809,2.499,0.613,-0.631,-1.576
6.81,2.499,0.614,-0.631,-1.576
6.811,2.499,0.615,-0.631,-1.576
6.812,2.499,0.615,-0.631,-1.576
6.813,2.499,0.616,-0.631,-1.576
6.814,2.499,0.616,-0.631,-1.576
6.815,2.499,0.617,-0.631,-1.576
6.816,2.499,0.617,-0.631,-1.576
6.817,2.499,0.618,-0.631,-1.576
6.818,2.499,0.618,-0.631,-1.576
6.819,2.499,0.619,-0.631,-1.576
6.82,2.499,0.62,-0.632,-1.576
6.821,2.499,0.62,-0.632,-1.576
6.822,2.499,0.621,-0.632,-1.576
6.823,2.499,0.621,-0.632,-1.576
6.824,2.499,0.622,-0.632,-1.576
6.825,2.499,0.622,-0.632,-1.576
6.826,2.499,0.623,-0.632,-1.576
6.827,2.499,0.623,-0.632,-1.576
6.828,2.499,0.624,-0.632,-1.576
6.829,2.499,0.625,-0.632,-1.576
6.83,2.499,0.625,-0.632,-1.576
6.831,2.499,0.626,-0.632,-1.576
6.832,2.499,0.626,-0.633,-1.576
6.833,2.499,0.627,-0.633,-1.576
6.834,2.499,0.627,-0.633,-1.576
6.835,2.499,0.628,-0.633,-1.576
6.836,2.499,0.628,-0.633,-1.576
6.837,2.499,0.629,-0.633,-1.576
6.838,2.499,0.629,-0.633,-1.577
6.839,2.499,0.63,-0.633,-1.577
6.84,2.499,0.63,-0.633,-1.577
6.841,2.499,0.631,-0.633,-1.577
6.842,2.499,0.632,-0.633,-1.577
6.843,2.499,0.632,-0.633,-1.577
6.844,2.499,0.633,-0.634,-1.577
6.845,2.499,0.633,-0.634,-1.577
6.846,2.499,0.634,-0.634,-1.577
6.847,2.499,0.634,-0.634,-1.577
6.848,2.499,0.635,-0.634,-1.577
6.849,2.499,0.635,-0.634,-1.577
6.85,2.499,0.636,-0.634,-1.577
6.851,2.499,0.636,-0.634,-1.577
6.852,2.499,0.637,-0.634,-1.577
6.853,2.499,0.637,-0.634,-1.577
6.854,2.499,0.638,-0.634,-1.577
6.855,2.499,0.638,-0.634,-1.577
6.856,2.499,0.639,-0.634,-1.577
6.857,2.499,0.639,-0.635,-1.577
6.858,2.499,0.64,-0.635,-1.577
6.859,2.499,0.64,-0.635,-1.577
6.86,2.499,0.641,-0.635,-1.577
6.861,2.499,0.641,-0.635,-1.577
6.862,2.499,0.642,-0.635,-1.577
6.863,2.499,0.643,-0.635,-1.577
6.864,2.499,0.643,-0.635,-1.577
6.865,2.499,0.644,-0.635,-1.577
6.866,2.499,0.644,-0.635,-1.577
6.867,2.499,0.645,-0.635,-1.577
6.868,2.499,0.645,-0.635,-1.577
6.869,2.499,0.646,-0.635,-1.577
6.87,2.499,0.646,-0.636,-1.577
6.871,2.499,0.647,-0.636,-1.577
6.872,2.499,0.647,-0.636,-1.577
6.873,2.499,0.648,-0.636,-1.577
6.874,2.499,0.648,-0.636,-1.577
6.875,2.499,0.649,-0.636,-1.577
6.876,2.499,0.649,-0.636,-1.577
6.877,2.499,0.65,-0.636,-1.577
6.878,2.499,0.65,-0.636,-1.577
6.879,2.499,0.651,-0.636,-1.577
6.88,2.499,0.651,-0.636,-1.577
6.881,2.499,0.652,-0.636,-1.577
6.882,2.499,0.652,-0.636,-1.577
6.883,2.499,0.653,-0.636,-1.577
6.884,2.499,0.653,-0.637,-1.577
6.885,2.499,0.654,-0.637,-1.577
6.886,2.499,0.654,-0.637,-1.577
6.887,2.499,0.655,-0.637,-1.577
6.888,2.499,0.655,-0.637,-1.577
6.889,2.499,0.656,-0.637,-1.577
6.89,2.499,0.656,-0.637,-1.577
6.891,2.499,0.657,-0.637,-1.577
6.892,2.499,0.657,-0.637,-1.577
6.893,2.499,0.658,-0.637,-1.577
6.894,2.499,0.658,-0.637,-1.577
6.895,2.499,0.658,-0.637,-1.577
6.896,2.499,0.659,-0.637,-1.577
6.897,2.499,0.659,-0.637,-1.577
