6.8,2.499,-5.963,-1.046,-1.757
6.801,2.499,-5.963,-1.047,-1.757
6.802,2.499,-5.963,-1.048,-1.758
6.803,2.499,-5.963,-1.049,-1.759
6.804,2.499,-5.963,-1.05,-1.76
6.805,2.499,-5.963,-1.051,-1.76
6.806,2.499,-5.963,-1.052,-1.761
6.807,2.499,-5.963,-1.053,-1.762
6.808,2.499,-5.963,-1.054,-1.763
6.809,2.499,-5.963,-1.055,-1.763
6.81,2.499,-5.963,-1.055,-1.764
6.811,2.499,-5.963,-1.056,-1.765
6.812,2.499,-5.963,-1.057,-1.766
6.813,2.499,-5.963,-1.058,-1.767
6.814,2.499,-5.963,-1.059,-1.767
6.815,2.499,-5.963,-1.06,-1.768
6.816,2.499,-5.963,-1.061,-1.769
6.817,2.499,-5.963,-1.062,-1.77
6.818,2.499,-5.963,-1.063,-1.77
6.819,2.499,-5.963,-1.064,-1.771
6.82,2.499,-5.963,-1.065,-1.772
6.821,2.499,-5.963,-1.066,-1.773
6.822,2.499,-5.963,-1.067,-1.773
6.823,2.499,-5.963,-1.068,-1.774
6.824,2.499,-5.963,-1.068,-1.775
6.825,2.499,-5.963,-1.069,-1.776
6.826,2.499,-5.963,-1.07,-1.776
6.827,2.499,-5.963,-1.071,-1.777
6.828,2.499,-5.963,-1.072,-1.778
6.829,2.499,-5.963,-1.073,-1.779
6.83,2.499,-5.963,-1.074,-1.78
6.831,2.499,-5.963,-1.075,-1.78
6.832,2.499,-5.963,-1.076,-1.781
6.833,2.499,-5.963,-1.077,-1.782
6.834,2.499,-5.963,-1.078,-1.783
6.835,2.499,-5.963,-1.079,-1.783
6.836,2.499,-5.963,-1.08,-1.784
6.837,2.499,-5.963,-1.081,-1.785
6.838,2.499,-5.963,-1.081,-1.786
6.839,2.499,-5.963,-1.082,-1.786
6.84,2.499,-5.963,-1.083,-1.787
6.841,2.499,-5.963,-1.084,-1.788
6.842,2.499,-5.963,-1.085,-1.789
6.843,2.499,-5.963,-1.086,-1.789
6.844,2.499,-5.963,-1.087,-1.79
6.845,2.499,-5.963,-1.088,-1.791
6.846,2.499,-5.963,-1.089,-1.792
6.847,2.499,-5.963,-1.09,-1.792
6.848,2.499,-5.963,-1.091,-1.793
6.849,2.499,-5.963,-1.092,-1.794
6.85,2.499,-5.963,-1.093,-1.795
6.851,2.499,-5.963,-1.093,-1.796
6.852,2.499,-5.963,-1.094,-1.796
6.853,2.499,-5.963,-1.095,-1.797
6.854,2.499,-5.963,-1.096,-1.798
6.855,2.499,-5.963,-1.097,-1.799
6.856,2.499,-5.963,-1.098,-1.799
6.857,2.499,-5.963,-1.099,-1.8
6.858,2.499,-5.963,-1.1,-1.801
6.859,2.499,-5.963,-1.101,-1.802
6.86,2.499,-5.963,-1.102,-1.802
6.861,2.499,-5.963,-1.103,-1.803
6.862,2.499,-5.963,-1.104,-1.804
6.863,2.499,-5.963,-1.105,-1.805
6.864,2.499,-5.963,-1.106,-1.805
6.865,2.499,-5.963,-1.106,-1.806
6.866,2.499,-5.963,-1.107,-1.807
6.867,2.499,-5.963,-1.108,-1.808
6.868,2.499,-5.963,-1.109,-1.809
6.869,2.499,-5.963,-1.11,-1.809
6.87,2.499,-5.963,-1.111,-1.81
6.871,2.499,-5.963,-1.112,-1.811
6.872,2.499,-5.963,-1.113,-1.812
6.873,2.499,-5.963,-1.114,-1.812
6.874,2.499,-5.963,-1.115,-1.813
6.875,2.499,-5.963,-1.116,-1.814
6.876,2.499,-5.963,-1.117,-1.815
6.877,2.499,-5.963,-1.117,-1.815
6.878,2.499,-5.963,-1.118,-1.816
6.879,2.499,-5.963,-1.119,-1.817
6.88,2.499,-5.963,-1.12,-1.818
6.881,2.499,-5.963,-1.121,-1.818
6.882,2.499,-5.963,-1.122,-1.819
6.883,2.499,-5.963,-1.123,-1.82
6.884,2.499,-5.963,-1.124,-1.821
6.885,2.499,-5.963,-1.125,-1.821
6.886,2.499,-5.963,-1.126,-1.822
6.887,2.499,-5.963,-1.127,-1.823
6.888,2.499,-5.963,-1.128,-1.824
6.889,2.499,-5.963,-1.129,-1.825
6.89,2.499,-5.963,-1.129,-1.825
6.891,2.499,-5.963,-1.13,-1.826
6.892,2.499,-5.963,-1.131,-1.827
6.893,2.499,-5.963,-1.132,-1.828
6.894,2.499,-5.963,-1.133,-1.828
6.895,2.499,-5.963,-1.134,-1.829
6.896,2.499,-5.963,-1.135,-1.83
6.897,2.499,-5.963,-1.136,-1.831
6.898,2.499,-5.963,-1.137,-1.831
6.899,2.499,-5.963,-1.138,-1.832
6.9,2.499,-5.963,-1.139,-1.833
6.901,2.499,-5.963,-1.14,-1.834
6.902,2.499,-5.963,-1.14,-1.834
6.903,2.499,-5.963,-1.141,-1.835
6.904,2.499,-5.963,-1.142,-1.836
6.905,2.499,-5.963,-1.143,-1.837
6.906,2.499,-5.963,-1.144,-1.837
6.907,2.499,-5.963,-1.145,-1.838
6.908,2.499,-5.963,-1.146,-1.839
6.909,2.499,-5.963,-1.147,-1.84
6.91,2.499,-5.963,-1.148,-1.841
6.911,2.499,-5.963,-1.149,-1.841
6.912,2.499,-5.963,-1.15,-1.842
6.913,2.499,-5.963,-1.151,-1.843
6.914,2.499,-5.963,-1.151,-1.844
6.915,2.499,-5.963,-1.152,-1.844
6.916,2.499,-5.963,-1.153,-1.845
6.917,2.499,-5.963,-1.154,-1.846
6.918,2.499,-5.963,-1.155,-1.847
6.919,2.499,-5.963,-1.156,-1.847
6.92,2.499,-5.963,-1.157,-1.848
6.921,2.499,-5.963,-1.158,-1.849
6.922,2.499,-5.963,-1.159,-1.85
6.923,2.499,-5.963,-1.16,-1.85
6.924,2.499,-5.963,-1.161,-1.851
6.925,2.499,-5.963,-1.162,-1.852
6.926,2.499,-5.963,-1.162,-1.853
6.927,2.499,-5.963,-1.163,-1.853
6.928,2.499,-5.963,-1.164,-1.854
6.929,2.499,-5.963,-1.165,-1.855
6.93,2.499,-5.963,-1.166,-1.856
6.931,2.499,-5.963,-1.167,-1.857
6.932,2.499,-5.963,-1.168,-1.857
6.933,2.499,-5.963,-1.169,-1.858
6.934,2.499,-5.963,-1.17,-1.859
6.935,2.499,-5.963,-1.171,-1.86
6.936,2.499,-5.963,-1.172,-1.86
6.937,2.499,-5.963,-1.172,-1.861
6.938,2.499,-5.963,-1.173,-1.862
6.939,2.499,-5.963,-1.174,-1.863
6.94,2.499,-5.963,-1.175,-1.863
6.941,2.499,-5.963,-1.176,-1.864
6.942,2.499,-5.963,-1.177,-1.865
6.943,2.499,-5.963,-1.178,-1.866
6.944,2.499,-5.963,-1.179,-1.866
6.945,2.499,-5.963,-1.18,-1.867
6.946,2.499,-5.963,-1.181,-1.868
6.947,2.499,-5.963,-1.182,-1.869
6.948,2.499,-5.963,-1.182,-1.869
6.949,2.499,-5.963,-1.183,-1.87
6.95,2.499,-5.963,-1.184,-1.871
6.951,2.499,-5.963,-1.185,-1.872
6.952,2.499,-5.963,-1.186,-1.872
6.953,2.499,-5.963,-1.187,-1.873
6.954,2.499,-5.963,-1.188,-1.874
6.955,2.499,-5.963,-1.189,-1.875
6.956,2.499,-5.963,-1.19,-1.875
6.957,2.499,-5.963,-1.191,-1.876
6.958,2.499,-5.963,-1.192,-1.877
6.959,2.499,-5.963,-1.192,-1.878
6.96,2.499,-5.963,-1.193,-1.879
6.961,2.499,-5.963,-1.194,-1.879
6.962,2.499,-5.963,-1.195,-1.88
6.963,2.499,-5.963,-1.196,-1.881
6.964,2.499,-5.963,-1.197,-1.882
6.965,2.499,-5.963,-1.198,-1.882
6.966,2.499,-5.963,-1.199,-1.883
